sim_time,veh_id,type,edge,lane,lane_pos,x,y,speed,accel,angle,route_id,leader_id,gap_to_leader
24.6,veh_16,car,S4S_A4,S4S_A4_0,118.98,1198.4,118.98,8.402,0.205,0.0,south4north,veh_15,8.658
24.6,veh_17,truck,S2N_A2,S2N_A2_0,138.39,601.6,261.61,8.39,-0.585,180.0,north2west,veh_10,18.179
24.6,veh_18,car,S2N_A2,S2N_A2_0,118.99,601.6,281.01,8.518,-0.724,180.0,north2west,veh_17,8.898
24.6,veh_19,truck,S2N_A2,S2N_A2_0,97.88,601.6,302.12,8.499,-0.032,180.0,north2west,veh_18,14.113
24.6,veh_2,auto,A2_A1,A2_A1_2,4.74,588.06,198.5,8.712,1.199,270.0,north2west,,
24.6,veh_20,mtw,A5_A4,A5_A4_1,177.9,1322.1,195.5,14.051,0.994,270.0,west_main,,
24.6,veh_21,car,S2N_A2,S2N_A2_0,78.97,601.6,321.03,8.324,-0.083,180.0,north2west,veh_19,8.412
24.6,veh_22,car,A5_A4,A5_A4_1,151.9,1348.1,195.5,13.605,-1.186,270.0,west_main,veh_20,21.302
24.6,veh_23,car,A0_A1,A0_A1_0,162.7,162.7,208.0,14.868,-0.171,90.0,east_main,veh_14,84.357
24.6,veh_24,mtw,A0_A1,A0_A1_1,144.49,144.49,204.8,14.9,-1.238,90.0,east_main,,
24.6,veh_25,mtw,S4N_A4,S4N_A4_0,94.04,1201.6,305.96,9.675,0.219,180.0,north4east,veh_7,52.865
24.6,veh_26,car,S2N_A2,S2N_A2_0,63.41,601.6,336.59,8.282,-0.435,180.0,north2west,veh_21,8.556
24.6,veh_27,car,A5_A4,A5_A4_1,110.24,1389.76,195.5,12.38,0.757,270.0,west_main,veh_22,34.663
24.6,veh_28,car,A5_A4,A5_A4_0,105.94,1394.06,192.5,13.001,0.283,270.0,west_main,veh_11,120.779
24.6,veh_29,truck,S2S_A2,S2S_A2_0,74.91,598.4,74.91,9.511,-0.192,0.0,south2east,veh_5,113.025
24.6,veh_3,car,A4_A5,A4_A5_0,17.55,1224.75,207.5,8.827,1.295,90.0,north4east,,
24.6,veh_30,mtw,S2S_A2,S2S_A2_0,55.19,598.4,55.19,9.059,-0.751,0.0,south2east,veh_29,9.214
24.6,veh_31,car,A5_A4,A5_A4_2,93.18,1406.82,198.5,14.974,0.368,270.0,west_main,veh_2,813.361
24.6,veh_32,car,S4S_A4,S4S_A4_0,54.46,1198.4,54.46,9.266,-0.105,0.0,south4north,veh_16,57.519
24.6,veh_33,mtw,S2S_A2,S2S_A2_0,41.3,598.4,41.3,9.156,1.133,0.0,south2east,veh_30,9.191
24.6,veh_34,auto,S4N_A4,S4N_A4_0,50.98,1201.6,349.02,11.322,-0.56,180.0,north4east,veh_25,38.363
24.6,veh_35,mtw,S4S_A4,S4S_A4_0,37.61,1198.4,37.61,9.105,-0.878,0.0,south4north,veh_32,9.848
24.6,veh_36,bike,S2S_A2,S2S_A2_0,18.47,598.4,18.47,5.893,-0.423,0.0,south2east,veh_33,20.128
24.6,veh_37,mtw,A5_A4,A5_A4_2,34.78,1465.22,198.5,14.816,0.283,270.0,west_main,veh_31,51.405
24.6,veh_38,mtw,S4N_A4,S4N_A4_0,22.4,1201.6,377.6,10.113,0.683,180.0,north4east,veh_34,23.084
24.6,veh_39,mtw,S4N_A4,S4N_A4_0,10.8,1201.6,389.2,8.886,1.994,180.0,north4east,veh_38,6.892
24.6,veh_4,car,:A4_10,:A4_10_0,8.78,1207.03,207.52,6.837,-0.793,109.97,north4east,veh_3,10.72
24.6,veh_40,car,S2N_A2,S2N_A2_0,11.64,601.6,388.36,11.77,0.233,180.0,north2west,veh_26,44.776
24.6,veh_41,car,S2S_A2,S2S_A2_0,4.6,598.4,4.6,7.094,0.0,0.0,south2east,veh_36,9.574
24.6,veh_5,bus,:A2_2,:A2_2_0,15.43,603.72,200.68,7.05,0.574,26.08,south2east,,
24.6,veh_6,bus,S4N_A4,S4N_A4_0,176.26,1201.6,223.74,6.655,-1.731,180.0,north4east,veh_4,12.522
24.6,veh_7,car,S4N_A4,S4N_A4_0,153.91,1201.6,246.09,7.184,-0.494,180.0,north4east,veh_6,7.85
24.6,veh_8,truck,S2N_A2,S2N_A2_0,182.28,601.6,217.72,4.494,-2.0,180.0,north2west,veh_2,22.978
24.6,veh_9,car,A0_A1,A0_A1_0,287.82,287.82,208.0,14.882,-0.406,90.0,east_main,veh_1,53.402
24.8,veh_1,car,A1_A2,A1_A2_0,49.01,350.51,207.5,11.61,0.111,90.0,east_main,veh_4,851.011
24.8,veh_10,mtw,S2N_A2,S2N_A2_0,162.61,601.6,237.39,6.716,-3.02,180.0,north2west,veh_8,9.98
24.8,veh_11,auto,A5_A4,A5_A4_0,234.77,1265.23,192.5,12.761,-0.347,270.0,west_main,veh_13,13.306
24.8,veh_12,car,S4S_A4,S4S_A4_0,152.16,1198.4,152.16,8.52,0.267,0.0,south4north,,
24.8,veh_13,car,A5_A4,A5_A4_0,255.08,1244.92,192.5,14.961,0.273,270.0,west_main,,
24.8,veh_14,mtw,A0_A1,A0_A1_0,254.79,254.79,208.0,15.184,-0.037,90.0,east_main,veh_9,28.923
24.8,veh_15,car,S4S_A4,S4S_A4_0,136.33,1198.4,136.33,8.469,0.417,0.0,south4north,veh_12,8.832
24.8,veh_16,car,S4S_A4,S4S_A4_0,120.63,1198.4,120.63,8.281,-0.605,0.0,south4north,veh_15,8.696
24.8,veh_17,truck,S2N_A2,S2N_A2_0,140.03,601.6,259.97,8.168,-1.112,180.0,north2west,veh_10,17.889
24.8,veh_18,car,S2N_A2,S2N_A2_0,120.67,601.6,279.33,8.395,-0.614,180.0,north2west,veh_17,8.852
24.8,veh_19,truck,S2N_A2,S2N_A2_0,99.56,601.6,300.44,8.415,-0.419,180.0,north2west,veh_18,14.109
24.8,veh_2,auto,A2_A1,A2_A1_2,6.5,586.3,198.5,8.805,0.469,270.0,north2west,,
24.8,veh_20,mtw,A5_A4,A5_A4_1,180.7,1319.3,195.5,13.988,-0.316,270.0,west_main,,
24.8,veh_21,car,S2N_A2,S2N_A2_0,80.64,601.6,319.36,8.339,0.075,180.0,north2west,veh_19,8.427
24.8,veh_22,car,A5_A4,A5_A4_1,154.66,1345.34,195.5,13.769,0.823,270.0,west_main,veh_20,21.346
24.8,veh_23,car,A0_A1,A0_A1_0,165.69,165.69,208.0,14.957,0.447,90.0,east_main,veh_14,84.402
24.8,veh_24,mtw,A0_A1,A0_A1_1,147.47,147.47,204.8,14.886,-0.071,90.0,east_main,,
24.8,veh_25,mtw,S4N_A4,S4N_A4_0,95.97,1201.6,304.03,9.646,-0.144,180.0,north4east,veh_7,52.321
24.8,veh_26,car,S2N_A2,S2N_A2_0,65.06,601.6,334.94,8.235,-0.234,180.0,north2west,veh_21,8.577
24.8,veh_27,car,A5_A4,A5_A4_1,112.71,1387.29,195.5,12.349,-0.158,270.0,west_main,veh_22,34.947
24.8,veh_28,car,A5_A4,A5_A4_0,108.52,1391.48,192.5,12.925,-0.381,270.0,west_main,veh_11,120.747
24.8,veh_29,truck,S2S_A2,S2S_A2_0,76.82,598.4,76.82,9.552,0.207,0.0,south2east,veh_5,112.553
24.8,veh_3,car,A4_A5,A4_A5_0,19.37,1226.57,207.5,9.103,1.381,90.0,north4east,,
24.8,veh_30,mtw,S2S_A2,S2S_A2_0,57.07,598.4,57.07,9.4,1.702,0.0,south2east,veh_29,9.245
24.8,veh_31,car,A5_A4,A5_A4_2,96.17,1403.83,198.5,14.949,-0.124,270.0,west_main,veh_2,812.132
24.8,veh_32,car,S4S_A4,S4S_A4_0,56.31,1198.4,56.31,9.24,-0.131,0.0,south4north,veh_16,57.328
24.8,veh_33,mtw,S2S_A2,S2S_A2_0,43.11,598.4,43.11,9.041,-0.577,0.0,south2east,veh_30,9.263
24.8,veh_34,auto,S4N_A4,S4N_A4_0,53.28,1201.6,346.72,11.488,0.828,180.0,north4east,veh_25,37.994
24.8,veh_35,mtw,S4S_A4,S4S_A4_0,39.48,1198.4,39.48,9.333,1.14,0.0,south4north,veh_32,9.83
24.8,veh_36,bike,S2S_A2,S2S_A2_0,19.64,598.4,19.64,5.829,-0.317,0.0,south2east,veh_33,20.77
24.8,veh_37,mtw,A5_A4,A5_A4_2,37.74,1462.26,198.5,14.836,0.101,270.0,west_main,veh_31,51.428
24.8,veh_38,mtw,S4N_A4,S4N_A4_0,24.41,1201.6,375.59,10.092,-0.103,180.0,north4east,veh_34,23.363
24.8,veh_39,mtw,S4N_A4,S4N_A4_0,12.56,1201.6,387.44,8.805,-0.403,180.0,north4east,veh_38,7.149
24.8,veh_4,car,A4_A5,A4_A5_0,1.22,1208.42,207.5,6.974,0.686,99.76,north4east,veh_3,11.146
24.8,veh_40,car,S2N_A2,S2N_A2_0,13.99,601.6,386.01,11.752,-0.09,180.0,north2west,veh_26,44.073
24.8,veh_41,car,S2S_A2,S2S_A2_0,5.99,598.4,5.99,6.969,-0.621,0.0,south2east,veh_36,9.346
24.8,veh_5,bus,:A2_2,:A2_2_0,16.87,605.12,201.01,7.194,0.724,34.52,south2east,,
24.8,veh_6,bus,S4N_A4,S4N_A4_0,177.51,1201.6,222.49,6.255,-2.0,180.0,north4east,veh_4,12.665
24.8,veh_7,car,S4N_A4,S4N_A4_0,155.29,1201.6,244.71,6.925,-1.295,180.0,north4east,veh_6,7.716
24.8,veh_8,truck,S2N_A2,S2N_A2_0,183.09,601.6,216.91,4.094,-2.0,180.0,north2west,veh_2,23.92
24.8,veh_9,car,A0_A1,A0_A1_0,290.71,290.71,208.0,14.487,-1.975,90.0,east_main,veh_1,52.827
25.0,veh_1,car,A1_A2,A1_A2_0,51.34,352.84,207.5,11.638,0.142,90.0,east_main,veh_4,850.131
25.0,veh_10,mtw,S2N_A2,S2N_A2_0,163.93,601.6,236.07,6.595,-0.607,180.0,north2west,veh_8,9.512
25.0,veh_11,auto,A5_A4,A5_A4_0,237.34,1262.66,192.5,12.849,0.438,270.0,west_main,veh_13,13.71
25.0,veh_12,car,S4S_A4,S4S_A4_0,153.85,1198.4,153.85,8.431,-0.446,0.0,south4north,,
25.0,veh_13,car,A5_A4,A5_A4_0,258.05,1241.95,192.5,14.868,-0.467,270.0,west_main,,
25.0,veh_14,mtw,A0_A1,A0_A1_0,257.87,257.87,208.0,15.392,1.039,90.0,east_main,veh_9,28.622
25.0,veh_15,car,S4S_A4,S4S_A4_0,138.02,1198.4,138.02,8.445,-0.122,0.0,south4north,veh_12,8.829
25.0,veh_16,car,S4S_A4,S4S_A4_0,122.32,1198.4,122.32,8.451,0.85,0.0,south4north,veh_15,8.694
25.0,veh_17,truck,S2N_A2,S2N_A2_0,141.6,601.6,258.4,7.895,-1.367,180.0,north2west,veh_10,17.629
25.0,veh_18,car,S2N_A2,S2N_A2_0,122.33,601.6,277.67,8.272,-0.613,180.0,north2west,veh_17,8.777
25.0,veh_19,truck,S2N_A2,S2N_A2_0,101.23,601.6,298.77,8.311,-0.518,180.0,north2west,veh_18,14.101
25.0,veh_2,auto,A2_A1,A2_A1_2,8.28,584.52,198.5,8.892,0.435,270.0,north2west,,
25.0,veh_20,mtw,A5_A4,A5_A4_1,183.52,1316.48,195.5,14.084,0.48,270.0,west_main,,
25.0,veh_21,car,S2N_A2,S2N_A2_0,82.31,601.6,317.69,8.367,0.141,180.0,north2west,veh_19,8.416
25.0,veh_22,car,A5_A4,A5_A4_1,157.42,1342.58,195.5,13.827,0.286,270.0,west_main,veh_20,21.398
25.0,veh_23,car,A0_A1,A0_A1_0,168.66,168.66,208.0,14.831,-0.633,90.0,east_main,veh_14,84.515
25.0,veh_24,mtw,A0_A1,A0_A1_1,150.46,150.46,204.8,14.964,0.388,90.0,east_main,,
25.0,veh_25,mtw,S4N_A4,S4N_A4_0,97.89,1201.6,302.11,9.604,-0.209,180.0,north4east,veh_7,51.734
25.0,veh_26,car,S2N_A2,S2N_A2_0,66.72,601.6,333.28,8.283,0.24,180.0,north2west,veh_21,8.594
25.0,veh_27,car,A5_A4,A5_A4_1,115.17,1384.83,195.5,12.289,-0.301,270.0,west_main,veh_22,35.255
25.0,veh_28,car,A5_A4,A5_A4_0,111.11,1388.89,192.5,12.94,0.076,270.0,west_main,veh_11,120.729
25.0,veh_29,truck,S2S_A2,S2S_A2_0,78.72,598.4,78.72,9.537,-0.074,0.0,south2east,veh_5,112.101
25.0,veh_3,car,A4_A5,A4_A5_0,21.22,1228.42,207.5,9.235,0.659,90.0,north4east,,
25.0,veh_30,mtw,S2S_A2,S2S_A2_0,58.95,598.4,58.95,9.41,0.052,0.0,south2east,veh_29,9.27
25.0,veh_31,car,A5_A4,A5_A4_2,99.17,1400.83,198.5,14.993,0.22,270.0,west_main,veh_2,810.912
25.0,veh_32,car,S4S_A4,S4S_A4_0,58.15,1198.4,58.15,9.221,-0.095,0.0,south4north,veh_16,57.173
25.0,veh_33,mtw,S2S_A2,S2S_A2_0,44.98,598.4,44.98,9.339,1.493,0.0,south2east,veh_30,9.277
25.0,veh_34,auto,S4N_A4,S4N_A4_0,55.58,1201.6,344.42,11.497,0.043,180.0,north4east,veh_25,37.616
25.0,veh_35,mtw,S4S_A4,S4S_A4_0,41.3,1198.4,41.3,9.121,-1.061,0.0,south4north,veh_32,9.85
25.0,veh_36,bike,S2S_A2,S2S_A2_0,20.83,598.4,20.83,5.948,0.591,0.0,south2east,veh_33,21.448
25.0,veh_37,mtw,A5_A4,A5_A4_2,40.7,1459.3,198.5,14.767,-0.345,270.0,west_main,veh_31,51.473
25.0,veh_38,mtw,S4N_A4,S4N_A4_0,26.39,1201.6,373.61,9.881,-1.057,180.0,north4east,veh_34,23.686
25.0,veh_39,mtw,S4N_A4,S4N_A4_0,14.34,1201.6,385.66,8.863,0.287,180.0,north4east,veh_38,7.353
25.0,veh_4,car,A4_A5,A4_A5_0,2.67,1209.87,207.5,7.235,1.303,93.21,north4east,veh_3,11.546
25.0,veh_40,car,S2N_A2,S2N_A2_0,16.35,601.6,383.65,11.792,0.201,180.0,north2west,veh_26,43.371
25.0,veh_41,car,S2S_A2,S2S_A2_0,7.37,598.4,7.37,6.869,-0.501,0.0,south2east,veh_36,9.161
25.0,veh_5,bus,:A2_2,:A2_2_0,18.33,606.53,201.34,7.277,0.414,43.34,south2east,,
25.0,veh_6,bus,S4N_A4,S4N_A4_0,178.69,1201.6,221.31,5.929,-1.63,180.0,north4east,veh_4,12.927
25.0,veh_7,car,S4N_A4,S4N_A4_0,156.63,1201.6,243.37,6.668,-1.288,180.0,north4east,veh_6,7.568
25.0,veh_8,truck,S2N_A2,S2N_A2_0,183.95,601.6,216.05,4.254,0.8,180.0,north2west,veh_2,24.848
25.0,veh_9,car,A0_A1,A0_A1_0,293.49,293.49,208.0,13.887,-3.0,90.0,east_main,veh_1,52.377
25.2,veh_1,car,A1_A2,A1_A2_0,53.69,355.19,207.5,11.752,0.568,90.0,east_main,veh_4,849.256
25.2,veh_10,mtw,S2N_A2,S2N_A2_0,165.19,601.6,234.81,6.285,-1.548,180.0,north2west,veh_8,9.137
25.2,veh_11,auto,A5_A4,A5_A4_0,239.91,1260.09,192.5,12.834,-0.073,270.0,west_main,veh_13,14.113
25.2,veh_12,car,S4S_A4,S4S_A4_0,155.53,1198.4,155.53,8.405,-0.128,0.0,south4north,,
25.2,veh_13,car,A5_A4,A5_A4_0,261.02,1238.98,192.5,14.85,-0.09,270.0,west_main,,
25.2,veh_14,mtw,A0_A1,A0_A1_0,260.9,260.9,208.0,15.129,-1.314,90.0,east_main,veh_9,28.27
25.2,veh_15,car,S4S_A4,S4S_A4_0,139.7,1198.4,139.7,8.417,-0.142,0.0,south4north,veh_12,8.827
25.2,veh_16,car,S4S_A4,S4S_A4_0,124.02,1198.4,124.02,8.464,0.067,0.0,south4north,veh_15,8.685
25.2,veh_17,truck,S2N_A2,S2N_A2_0,143.17,601.6,256.83,7.837,-0.29,180.0,north2west,veh_10,17.319
25.2,veh_18,car,S2N_A2,S2N_A2_0,123.95,601.6,276.05,8.102,-0.85,180.0,north2west,veh_17,8.724
25.2,veh_19,truck,S2N_A2,S2N_A2_0,102.88,601.6,297.12,8.281,-0.152,180.0,north2west,veh_18,14.065
25.2,veh_2,auto,A2_A1,A2_A1_2,10.12,582.68,198.5,9.207,1.572,270.0,north2west,,
25.2,veh_20,mtw,A5_A4,A5_A4_1,186.32,1313.68,195.5,13.98,-0.519,270.0,west_main,,
25.2,veh_21,car,S2N_A2,S2N_A2_0,83.95,601.6,316.05,8.212,-0.775,180.0,north2west,veh_19,8.43
25.2,veh_22,car,A5_A4,A5_A4_1,160.19,1339.81,195.5,13.864,0.185,270.0,west_main,veh_20,21.421
25.2,veh_23,car,A0_A1,A0_A1_0,171.64,171.64,208.0,14.924,0.464,90.0,east_main,veh_14,84.556
25.2,veh_24,mtw,A0_A1,A0_A1_1,153.46,153.46,204.8,15.016,0.261,90.0,east_main,,
25.2,veh_25,mtw,S4N_A4,S4N_A4_0,99.79,1201.6,300.21,9.505,-0.495,180.0,north4east,veh_7,51.099
25.2,veh_26,car,S2N_A2,S2N_A2_0,68.37,601.6,331.63,8.249,-0.171,180.0,north2west,veh_21,8.587
25.2,veh_27,car,A5_A4,A5_A4_1,117.63,1382.37,195.5,12.309,0.104,270.0,west_main,veh_22,35.566
25.2,veh_28,car,A5_A4,A5_A4_0,113.71,1386.29,192.5,12.983,0.214,270.0,west_main,veh_11,120.699
25.2,veh_29,truck,S2S_A2,S2S_A2_0,80.63,598.4,80.63,9.515,-0.111,0.0,south2east,veh_5,111.682
25.2,veh_3,car,A4_A5,A4_A5_0,23.1,1230.3,207.5,9.404,0.849,90.0,north4east,,
25.2,veh_30,mtw,S2S_A2,S2S_A2_0,60.82,598.4,60.82,9.323,-0.434,0.0,south2east,veh_29,9.309
25.2,veh_31,car,A5_A4,A5_A4_2,102.14,1397.86,198.5,14.822,-0.858,270.0,west_main,veh_2,809.789
25.2,veh_32,car,S4S_A4,S4S_A4_0,59.99,1198.4,59.99,9.2,-0.107,0.0,south4north,veh_16,57.026
25.2,veh_33,mtw,S2S_A2,S2S_A2_0,46.79,598.4,46.79,9.072,-1.335,0.0,south2east,veh_30,9.327
25.2,veh_34,auto,S4N_A4,S4N_A4_0,57.85,1201.6,342.15,11.372,-0.625,180.0,north4east,veh_25,37.243
25.2,veh_35,mtw,S4S_A4,S4S_A4_0,43.17,1198.4,43.17,9.343,1.113,0.0,south4north,veh_32,9.821
25.2,veh_36,bike,S2S_A2,S2S_A2_0,22.01,598.4,22.01,5.891,-0.282,0.0,south2east,veh_33,22.085
25.2,veh_37,mtw,A5_A4,A5_A4_2,43.62,1456.38,198.5,14.6,-0.832,270.0,west_main,veh_31,51.517
25.2,veh_38,mtw,S4N_A4,S4N_A4_0,28.38,1201.6,371.62,9.972,0.457,180.0,north4east,veh_34,23.966
25.2,veh_39,mtw,S4N_A4,S4N_A4_0,16.1,1201.6,383.9,8.826,-0.184,180.0,north4east,veh_38,7.582
25.2,veh_4,car,A4_A5,A4_A5_0,4.15,1211.35,207.5,7.378,0.716,90.62,north4east,veh_3,11.951
25.2,veh_40,car,S2N_A2,S2N_A2_0,18.69,601.6,381.31,11.747,-0.224,180.0,north2west,veh_26,42.671
25.2,veh_41,car,S2S_A2,S2S_A2_0,8.74,598.4,8.74,6.869,-0.003,0.0,south2east,veh_36,8.966
25.2,veh_42,car,A5_A4,A5_A4_2,4.6,1495.4,198.5,13.509,0.0,270.0,west_main,veh_37,34.318
25.2,veh_5,bus,A2_A3,A2_A3_2,0.8,608.0,201.5,7.417,0.7,51.52,south2east,,
25.2,veh_6,bus,S4N_A4,S4N_A4_0,179.8,1201.6,220.2,5.53,-1.996,180.0,north4east,veh_4,13.296
25.2,veh_7,car,S4N_A4,S4N_A4_0,157.89,1201.6,242.11,6.33,-1.688,180.0,north4east,veh_6,7.408
25.2,veh_8,truck,S2N_A2,S2N_A2_0,184.83,601.6,215.17,4.414,0.8,180.0,north2west,veh_2,25.807
25.2,veh_9,car,A0_A1,A0_A1_0,296.17,296.17,208.0,13.367,-2.601,90.0,east_main,veh_1,52.054
25.4,veh_1,car,A1_A2,A1_A2_0,56.04,357.54,207.5,11.765,0.068,90.0,east_main,veh_4,848.425
25.4,veh_10,mtw,S2N_A2,S2N_A2_0,166.47,601.6,233.53,6.388,0.512,180.0,north2west,veh_8,8.775
25.4,veh_11,auto,A5_A4,A5_A4_0,242.49,1257.51,192.5,12.928,0.466,270.0,west_main,veh_13,14.497
25.4,veh_12,car,S4S_A4,S4S_A4_0,157.23,1198.4,157.23,8.509,0.518,0.0,south4north,,
25.4,veh_13,car,A5_A4,A5_A4_0,263.99,1236.01,192.5,14.848,-0.01,270.0,west_main,,
25.4,veh_14,mtw,A0_A1,A0_A1_0,263.93,263.93,208.0,15.183,0.268,90.0,east_main,veh_9,27.787
25.4,veh_15,car,S4S_A4,S4S_A4_0,141.39,1198.4,141.39,8.454,0.185,0.0,south4north,veh_12,8.838
25.4,veh_16,car,S4S_A4,S4S_A4_0,125.69,1198.4,125.69,8.374,-0.451,0.0,south4north,veh_15,8.701
25.4,veh_17,truck,S2N_A2,S2N_A2_0,144.7,601.6,255.3,7.63,-1.034,180.0,north2west,veh_10,17.07
25.4,veh_18,car,S2N_A2,S2N_A2_0,125.54,601.6,274.46,7.947,-0.775,180.0,north2west,veh_17,8.66
25.4,veh_19,truck,S2N_A2,S2N_A2_0,104.51,601.6,295.49,8.125,-0.781,180.0,north2west,veh_18,14.03
25.4,veh_2,auto,A2_A1,A2_A1_2,12.03,580.77,198.5,9.512,1.525,270.0,north2west,,
25.4,veh_20,mtw,A5_A4,A5_A4_1,189.12,1310.88,195.5,14.042,0.31,270.0,west_main,,
25.4,veh_21,car,S2N_A2,S2N_A2_0,85.6,601.6,314.4,8.237,0.126,180.0,north2west,veh_19,8.408
25.4,veh_22,car,A5_A4,A5_A4_1,162.93,1337.07,195.5,13.696,-0.837,270.0,west_main,veh_20,21.49
25.4,veh_23,car,A0_A1,A0_A1_0,174.61,174.61,208.0,14.855,-0.342,90.0,east_main,veh_14,84.621
25.4,veh_24,mtw,A0_A1,A0_A1_1,156.46,156.46,204.8,14.984,-0.157,90.0,east_main,,
25.4,veh_25,mtw,S4N_A4,S4N_A4_0,101.72,1201.6,298.28,9.614,0.543,180.0,north4east,veh_7,50.392
25.4,veh_26,car,S2N_A2,S2N_A2_0,70.0,601.6,330.0,8.173,-0.377,180.0,north2west,veh_21,8.599
25.4,veh_27,car,A5_A4,A5_A4_1,120.09,1379.91,195.5,12.322,0.063,270.0,west_main,veh_22,35.841
25.4,veh_28,car,A5_A4,A5_A4_0,116.31,1383.69,192.5,13.001,0.091,270.0,west_main,veh_11,120.684
25.4,veh_29,truck,S2S_A2,S2S_A2_0,82.54,598.4,82.54,9.556,0.204,0.0,south2east,veh_5,111.286
25.4,veh_3,car,A4_A5,A4_A5_0,25.02,1232.22,207.5,9.627,1.111,90.0,north4east,,
25.4,veh_30,mtw,S2S_A2,S2S_A2_0,62.66,598.4,62.66,9.225,-0.492,0.0,south2east,veh_29,9.375
25.4,veh_31,car,A5_A4,A5_A4_2,105.13,1394.87,198.5,14.969,0.738,270.0,west_main,veh_2,808.698
25.4,veh_32,car,S4S_A4,S4S_A4_0,61.84,1198.4,61.84,9.233,0.167,0.0,south4north,veh_16,56.854
25.4,veh_33,mtw,S2S_A2,S2S_A2_0,48.65,598.4,48.65,9.282,1.047,0.0,south2east,veh_30,9.316
25.4,veh_34,auto,S4N_A4,S4N_A4_0,60.13,1201.6,339.87,11.417,0.227,180.0,north4east,veh_25,36.882
25.4,veh_35,mtw,S4S_A4,S4S_A4_0,45.04,1198.4,45.04,9.347,0.022,0.0,south4north,veh_32,9.798
25.4,veh_36,bike,S2S_A2,S2S_A2_0,23.18,598.4,23.18,5.879,-0.059,0.0,south2east,veh_33,22.765
25.4,veh_37,mtw,A5_A4,A5_A4_2,46.54,1453.46,198.5,14.61,0.047,270.0,west_main,veh_31,51.589
25.4,veh_38,mtw,S4N_A4,S4N_A4_0,30.42,1201.6,369.58,10.167,0.975,180.0,north4east,veh_34,24.216
25.4,veh_39,mtw,S4N_A4,S4N_A4_0,17.93,1201.6,382.07,9.16,1.672,180.0,north4east,veh_38,7.784
25.4,veh_4,car,A4_A5,A4_A5_0,5.67,1212.87,207.5,7.606,1.138,90.0,north4east,veh_3,12.355
25.4,veh_40,car,S2N_A2,S2N_A2_0,21.03,601.6,378.97,11.681,-0.333,180.0,north2west,veh_26,41.97
25.4,veh_41,car,S2S_A2,S2S_A2_0,10.11,598.4,10.11,6.821,-0.236,0.0,south2east,veh_36,8.777
25.4,veh_42,car,A5_A4,A5_A4_2,7.28,1492.72,198.5,13.385,-0.621,270.0,west_main,veh_37,34.563
25.4,veh_5,bus,A2_A3,A2_A3_2,2.32,609.52,201.5,7.58,0.816,60.63,south2east,,
25.4,veh_6,bus,S4N_A4,S4N_A4_0,180.83,1201.6,219.17,5.13,-2.0,180.0,north4east,veh_4,13.791
25.4,veh_7,car,S4N_A4,S4N_A4_0,159.11,1201.6,240.89,6.081,-1.246,180.0,north4east,veh_6,7.218
25.4,veh_8,truck,S2N_A2,S2N_A2_0,185.74,601.6,214.26,4.574,0.8,180.0,north2west,veh_2,26.794
25.4,veh_9,car,:A1_3,:A1_3_0,0.22,298.72,207.98,12.767,-3.0,90.25,east_main,veh_1,51.854
25.6,veh_1,car,A1_A2,A1_A2_0,58.37,359.87,207.5,11.647,-0.592,90.0,east_main,veh_4,847.663
25.6,veh_10,mtw,S2N_A2,S2N_A2_0,167.71,601.6,232.29,6.228,-0.796,180.0,north2west,veh_8,8.476
25.6,veh_11,auto,A5_A4,A5_A4_0,245.04,1254.96,192.5,12.744,-0.916,270.0,west_main,veh_13,14.946
25.6,veh_12,car,S4S_A4,S4S_A4_0,158.94,1198.4,158.94,8.559,0.25,0.0,south4north,,
25.6,veh_13,car,A5_A4,A5_A4_0,266.99,1233.01,192.5,14.99,0.711,270.0,west_main,,
25.6,veh_14,mtw,A0_A1,A0_A1_0,266.98,266.98,208.0,15.255,0.364,90.0,east_main,veh_9,27.171
25.6,veh_15,car,S4S_A4,S4S_A4_0,143.09,1198.4,143.09,8.486,0.161,0.0,south4north,veh_12,8.853
25.6,veh_16,car,S4S_A4,S4S_A4_0,127.38,1198.4,127.38,8.435,0.304,0.0,south4north,veh_15,8.711
25.6,veh_17,truck,S2N_A2,S2N_A2_0,146.22,601.6,253.78,7.627,-0.014,180.0,north2west,veh_10,16.79
25.6,veh_18,car,S2N_A2,S2N_A2_0,127.11,601.6,272.89,7.878,-0.348,180.0,north2west,veh_17,8.61
25.6,veh_19,truck,S2N_A2,S2N_A2_0,106.13,601.6,293.87,8.092,-0.162,180.0,north2west,veh_18,13.987
25.6,veh_2,auto,A2_A1,A2_A1_2,13.95,578.85,198.5,9.603,0.456,270.0,north2west,,
25.6,veh_20,mtw,A5_A4,A5_A4_1,191.94,1308.06,195.5,14.065,0.111,270.0,west_main,,
25.6,veh_21,car,S2N_A2,S2N_A2_0,87.24,601.6,312.76,8.194,-0.214,180.0,north2west,veh_19,8.387
25.6,veh_22,car,A5_A4,A5_A4_1,165.68,1334.32,195.5,13.753,0.282,270.0,west_main,veh_20,21.553
25.6,veh_23,car,A0_A1,A0_A1_0,177.61,177.61,208.0,14.973,0.59,90.0,east_main,veh_14,84.678
25.6,veh_24,mtw,A0_A1,A0_A1_1,159.48,159.48,204.8,15.128,0.719,90.0,east_main,,
25.6,veh_25,mtw,S4N_A4,S4N_A4_0,103.66,1201.6,296.34,9.703,0.446,180.0,north4east,veh_7,49.609
